Item Identifier,Item Type,Item Fat Content,Item Weight,Item Visibility,Outlet Identifier,Outlet Establishment Year,Outlet Size,Outlet Location Type,Outlet Type,Sales,Rating
FDK55,Meat,Low Fat,18.5,0.025814,OUT045,2015,Small,Tier 2,Supermarket Type1,89.12,4.0
NCK19,Others,Low Fat,9.8,0.090649,OUT045,2015,Small,Tier 2,Supermarket Type1,194.35,4.0
NCK07,Others,Low Fat,10.65,0.048785,OUT045,2015,Small,Tier 2,Supermarket Type1,163.95,4.0
NCL07,Others,Low Fat,13.85,0.031402,OUT045,2015,Small,Tier 2,Supermarket Type1,40.25,4.0
NCI31,Others,Low Fat,20.0,0.081492,OUT045,2015,Small,Tier 2,Supermarket Type1,35.52,4.0
FDH21,Seafood,Low Fat,10.4,0.031288,OUT045,2015,Small,Tier 2,Supermarket Type1,159.56,4.0
FDX34,Snack Foods,Low Fat,6.2,0.072132,OUT045,2015,Small,Tier 2,Supermarket Type1,120.11,4.0
FDR58,Snack Foods,Low Fat,6.68,0.042006,OUT045,2015,Small,Tier 2,Supermarket Type1,92.65,4.0
FDL33,Snack Foods,Low Fat,7.24,0.100165,OUT045,2015,Small,Tier 2,Supermarket Type1,193.95,4.0
FDQ58,Snack Foods,Low Fat,7.32,0.015333,OUT045,2015,Small,Tier 2,Supermarket Type1,154.03,4.0
FDT21,Snack Foods,Low Fat,7.42,0.020433,OUT045,2015,Small,Tier 2,Supermarket Type1,248.91,4.0
FDK21,Snack Foods,Low Fat,7.9,0.010033,OUT045,2015,Small,Tier 2,Supermarket Type1,248.34,4.0
FDB22,Snack Foods,Low Fat,8.02,0.111667,OUT045,2015,Small,Tier 2,Supermarket Type1,155.3,4.0
FDT34,Snack Foods,Low Fat,9.3,0.174704,OUT045,2015,Small,Tier 2,Supermarket Type1,104.1,4.0
FDT22,Snack Foods,Low Fat,10.4,0.112325,OUT045,2015,Small,Tier 2,Supermarket Type1,60.62,4.0
FDR45,Snack Foods,Low Fat,10.8,0.029002,OUT045,2015,Small,Tier 2,Supermarket Type1,238.62,4.0
FDP58,Snack Foods,Low Fat,11.1,0.135416,OUT045,2015,Small,Tier 2,Supermarket Type1,218.35,4.0
FDT46,Snack Foods,Low Fat,11.35,0.03087,OUT045,2015,Small,Tier 2,Supermarket Type1,49.8,4.0
FDZ45,Snack Foods,Low Fat,14.1,0.067012,OUT045,2015,Small,Tier 2,Supermarket Type1,197.11,4.0
FDC47,Snack Foods,Low Fat,15.0,0.119132,OUT045,2015,Small,Tier 2,Supermarket Type1,226.97,4.0
FDJ09,Snack Foods,Low Fat,15.0,0.058513,OUT045,2015,Small,Tier 2,Supermarket Type1,46.97,4.0
FDX45,Snack Foods,Low Fat,16.75,0.105068,OUT045,2015,Small,Tier 2,Supermarket Type1,156.66,4.0
FDR46,Snack Foods,Low Fat,16.85,0.1397,OUT045,2015,Small,Tier 2,Supermarket Type1,147.78,4.0
FDP57,Snack Foods,Low Fat,17.5,0.05255,OUT045,2015,Small,Tier 2,Supermarket Type1,101.3,4.0
FDY10,Snack Foods,Low Fat,17.6,0.049167,OUT045,2015,Small,Tier 2,Supermarket Type1,114.92,4.0
FDB59,Snack Foods,Low Fat,18.25,0.01531,OUT045,2015,Small,Tier 2,Supermarket Type1,197.61,4.0
FDR09,Snack Foods,Low Fat,18.25,0.077882,OUT045,2015,Small,Tier 2,Supermarket Type1,258.1,4.0
FDU34,Snack Foods,Low Fat,18.25,0.075347,OUT045,2015,Small,Tier 2,Supermarket Type1,126.3,4.0
FDO57,Snack Foods,Low Fat,20.75,0.108931,OUT045,2015,Small,Tier 2,Supermarket Type1,160.96,4.0
FDQ21,Snack Foods,Low Fat,21.25,0.019463,OUT045,2015,Small,Tier 2,Supermarket Type1,120.88,4.0
DRG48,Soft Drinks,Low Fat,5.78,0.014585,OUT045,2015,Small,Tier 2,Supermarket Type1,146.31,4.0
DRJ01,Soft Drinks,Low Fat,6.14,0.115266,OUT045,2015,Small,Tier 2,Supermarket Type1,160.52,4.0
DRE13,Soft Drinks,Low Fat,6.28,0.027761,OUT045,2015,Small,Tier 2,Supermarket Type1,85.82,4.0
DRJ49,Soft Drinks,Low Fat,6.86,0.014022,OUT045,2015,Small,Tier 2,Supermarket Type1,127.17,4.0
DRD12,Soft Drinks,Low Fat,6.96,0.07735,OUT045,2015,Small,Tier 2,Supermarket Type1,91.41,4.0
DRK01,Soft Drinks,Low Fat,7.63,0.061188,OUT045,2015,Small,Tier 2,Supermarket Type1,94.04,4.0
DRH13,Soft Drinks,Low Fat,8.57,0.023934,OUT045,2015,Small,Tier 2,Supermarket Type1,105.83,4.0
DRD37,Soft Drinks,Low Fat,9.8,0.01387,OUT045,2015,Small,Tier 2,Supermarket Type1,47.41,4.0
DRD49,Soft Drinks,Low Fat,9.9,0.168171,OUT045,2015,Small,Tier 2,Supermarket Type1,237.76,4.0
DRF13,Soft Drinks,Low Fat,12.1,0.029842,OUT045,2015,Small,Tier 2,Supermarket Type1,144.44,4.0
DRL49,Soft Drinks,Low Fat,13.15,0.056543,OUT045,2015,Small,Tier 2,Supermarket Type1,140.58,4.0
DRD13,Soft Drinks,Low Fat,15.0,0.049179,OUT045,2015,Small,Tier 2,Supermarket Type1,65.62,4.0
FDD35,Starchy Foods,Low Fat,12.15,0.025917,OUT045,2015,Small,Tier 2,Supermarket Type1,120.24,4.0
FDD11,Starchy Foods,Low Fat,12.85,0.030679,OUT045,2015,Small,Tier 2,Supermarket Type1,251.7,4.0
FDF35,Starchy Foods,Low Fat,15.0,0.154302,OUT045,2015,Small,Tier 2,Supermarket Type1,105.99,4.0
FDG59,Starchy Foods,Low Fat,15.85,0.043322,OUT045,2015,Small,Tier 2,Supermarket Type1,39.62,4.0
FDX23,Baking Goods,Low Fat,6.44,0.02986,OUT017,2020,Small,Tier 2,Supermarket Type1,94.14,4.0
FDF12,Baking Goods,Low Fat,8.24,0.082894,OUT017,2020,Small,Tier 2,Supermarket Type1,149.31,4.0
FDC48,Baking Goods,Low Fat,9.2,0.015949,OUT017,2020,Small,Tier 2,Supermarket Type1,84.16,4.0
FDB60,Baking Goods,Low Fat,9.3,0.028683,OUT017,2020,Small,Tier 2,Supermarket Type1,195.81,4.0
FDE24,Baking Goods,Low Fat,14.85,0.093991,OUT017,2020,Small,Tier 2,Supermarket Type1,140.98,4.0
FDL36,Baking Goods,Low Fat,15.1,0.076506,OUT017,2020,Small,Tier 2,Supermarket Type1,91.58,4.0
FDN12,Baking Goods,Low Fat,15.6,0.081563,OUT017,2020,Small,Tier 2,Supermarket Type1,112.75,4.0
FDQ24,Baking Goods,Low Fat,15.7,0.074083,OUT017,2020,Small,Tier 2,Supermarket Type1,253.37,4.0
FDW48,Baking Goods,Low Fat,18.0,0.008589,OUT017,2020,Small,Tier 2,Supermarket Type1,81.06,4.0
FDP11,Breads,Low Fat,15.85,0.069491,OUT017,2020,Small,Tier 2,Supermarket Type1,218.22,4.0
FDV47,Breads,Low Fat,17.1,0.054514,OUT017,2020,Small,Tier 2,Supermarket Type1,84.46,4.0
FDH38,Canned,Low Fat,6.42,0.010497,OUT017,2020,Small,Tier 2,Supermarket Type1,118.38,4.0
FDK14,Canned,Low Fat,6.98,0.041338,OUT017,2020,Small,Tier 2,Supermarket Type1,83.39,4.0
FDY13,Canned,Low Fat,12.1,0.030298,OUT017,2020,Small,Tier 2,Supermarket Type1,74.77,4.0
FDT13,Canned,Low Fat,14.85,0.018677,OUT017,2020,Small,Tier 2,Supermarket Type1,188.72,4.0
FDO38,Canned,Low Fat,17.25,0.073251,OUT017,2020,Small,Tier 2,Supermarket Type1,76.5,4.0
FDD50,Canned,Low Fat,18.85,0.142443,OUT017,2020,Small,Tier 2,Supermarket Type1,170.41,4.0
FDG26,Canned,Low Fat,18.85,0.042891,OUT017,2020,Small,Tier 2,Supermarket Type1,257.63,4.0
DRI03,Dairy,Low Fat,6.03,0.022832,OUT017,2020,Small,Tier 2,Supermarket Type1,176.7,4.0
FDS14,Dairy,Low Fat,7.28,0.0,OUT017,2020,Small,Tier 2,Supermarket Type1,155.13,4.0
FDC39,Dairy,Low Fat,7.4,0.0,OUT017,2020,Small,Tier 2,Supermarket Type1,205.73,4.0
FDB39,Dairy,Low Fat,11.6,0.038737,OUT017,2020,Small,Tier 2,Supermarket Type1,55.83,4.0
DRG51,Dairy,Low Fat,12.1,0.011605,OUT017,2020,Small,Tier 2,Supermarket Type1,166.05,4.0
FDW50,Dairy,Low Fat,13.1,0.076006,OUT017,2020,Small,Tier 2,Supermarket Type1,166.12,4.0
FDX14,Dairy,Low Fat,13.1,0.075364,OUT017,2020,Small,Tier 2,Supermarket Type1,73.84,4.0
DRI39,Dairy,Low Fat,13.8,0.097611,OUT017,2020,Small,Tier 2,Supermarket Type1,54.89,4.0
DRJ51,Dairy,Low Fat,14.1,0.088492,OUT017,2020,Small,Tier 2,Supermarket Type1,231.17,4.0
FDV50,Dairy,Low Fat,14.3,0.123265,OUT017,2020,Small,Tier 2,Supermarket Type1,123.27,4.0
FDD39,Dairy,Low Fat,16.7,0.070552,OUT017,2020,Small,Tier 2,Supermarket Type1,217.68,4.0
FDX26,Dairy,Low Fat,17.7,0.088305,OUT017,2020,Small,Tier 2,Supermarket Type1,182.33,4.0
FDX50,Dairy,Low Fat,20.1,0.075049,OUT017,2020,Small,Tier 2,Supermarket Type1,110.42,4.0
FDT40,Frozen Foods,Low Fat,5.98,0.096337,OUT017,2020,Small,Tier 2,Supermarket Type1,125.27,4.0
FDY52,Frozen Foods,Low Fat,6.36,0.0,OUT017,2020,Small,Tier 2,Supermarket Type1,59.75,4.0
FDJ41,Frozen Foods,Low Fat,6.85,0.023013,OUT017,2020,Small,Tier 2,Supermarket Type1,262.06,4.0
FDR04,Frozen Foods,Low Fat,7.08,0.022695,OUT017,2020,Small,Tier 2,Supermarket Type1,98.81,4.0
FDF16,Frozen Foods,Low Fat,7.3,0.08662,OUT017,2020,Small,Tier 2,Supermarket Type1,147.61,4.0
FDE16,Frozen Foods,Low Fat,8.9,0.026493,OUT017,2020,Small,Tier 2,Supermarket Type1,208.5,4.0
FDJ16,Frozen Foods,Low Fat,9.2,0.115535,OUT017,2020,Small,Tier 2,Supermarket Type1,59.52,4.0
FDZ04,Frozen Foods,Low Fat,9.31,0.03817,OUT017,2020,Small,Tier 2,Supermarket Type1,64.55,4.0
FDG53,Frozen Foods,Low Fat,10.0,0.046116,OUT017,2020,Small,Tier 2,Supermarket Type1,141.82,4.0
FDJ53,Frozen Foods,Low Fat,10.5,0.071661,OUT017,2020,Small,Tier 2,Supermarket Type1,119.71,4.0
FDD28,Frozen Foods,Low Fat,10.7,0.0,OUT017,2020,Small,Tier 2,Supermarket Type1,60.59,4.0
FDC17,Frozen Foods,Low Fat,12.15,0.015548,OUT017,2020,Small,Tier 2,Supermarket Type1,211.29,4.0
FDD29,Frozen Foods,Low Fat,12.15,0.018515,OUT017,2020,Small,Tier 2,Supermarket Type1,252.77,4.0
FDB17,Frozen Foods,Low Fat,13.15,0.03688,OUT017,2020,Small,Tier 2,Supermarket Type1,181.4,4.0
FDG40,Frozen Foods,Low Fat,13.65,0.04005,OUT017,2020,Small,Tier 2,Supermarket Type1,34.46,4.0
FDK41,Frozen Foods,Low Fat,14.3,0.128263,OUT017,2020,Small,Tier 2,Supermarket Type1,83.42,4.0
FDQ52,Frozen Foods,Low Fat,17.0,0.12006,OUT017,2020,Small,Tier 2,Supermarket Type1,246.54,4.0
FDO40,Frozen Foods,Low Fat,17.1,0.032813,OUT017,2020,Small,Tier 2,Supermarket Type1,147.14,4.0
FDT04,Frozen Foods,Low Fat,17.25,0.107647,OUT017,2020,Small,Tier 2,Supermarket Type1,39.38,4.0
FDF04,Frozen Foods,Low Fat,17.5,0.013714,OUT017,2020,Small,Tier 2,Supermarket Type1,259.23,4.0
FDI52,Frozen Foods,Low Fat,18.7,0.10527,OUT017,2020,Small,Tier 2,Supermarket Type1,122.91,4.0
FDD05,Frozen Foods,Low Fat,19.35,0.016705,OUT017,2020,Small,Tier 2,Supermarket Type1,120.81,4.0
FDZ55,Fruits and Vegetables,Low Fat,6.06,0.025552,OUT017,2020,Small,Tier 2,Supermarket Type1,158.49,4.0
FDP32,Fruits and Vegetables,Low Fat,6.65,0.088165,OUT017,2020,Small,Tier 2,Supermarket Type1,126.87,4.0
FDA20,Fruits and Vegetables,Low Fat,6.78,0.066998,OUT017,2020,Small,Tier 2,Supermarket Type1,186.52,4.0
FDW56,Fruits and Vegetables,Low Fat,7.68,0.071301,OUT017,2020,Small,Tier 2,Supermarket Type1,190.82,4.0
FDZ44,Fruits and Vegetables,Low Fat,8.18,0.038948,OUT017,2020,Small,Tier 2,Supermarket Type1,115.48,4.0
FDM20,Fruits and Vegetables,Low Fat,10.0,0.038905,OUT017,2020,Small,Tier 2,Supermarket Type1,245.41,4.0
FDC20,Fruits and Vegetables,Low Fat,10.65,0.024107,OUT017,2020,Small,Tier 2,Supermarket Type1,56.63,4.0
FDL08,Fruits and Vegetables,Low Fat,10.8,0.05,OUT017,2020,Small,Tier 2,Supermarket Type1,243.91,4.0
FDI45,Fruits and Vegetables,Low Fat,13.1,0.037794,OUT017,2020,Small,Tier 2,Supermarket Type1,173.81,4.0
FDE44,Fruits and Vegetables,Low Fat,14.65,0.172357,OUT017,2020,Small,Tier 2,Supermarket Type1,50.87,4.0
FDX55,Fruits and Vegetables,Low Fat,15.1,0.055518,OUT017,2020,Small,Tier 2,Supermarket Type1,217.32,4.0
FDD57,Fruits and Vegetables,Low Fat,18.1,0.022526,OUT017,2020,Small,Tier 2,Supermarket Type1,95.01,4.0
FDQ44,Fruits and Vegetables,Low Fat,20.5,0.036345,OUT017,2020,Small,Tier 2,Supermarket Type1,122.38,4.0
DRM35,Hard Drinks,Low Fat,9.7,0.070843,OUT017,2020,Small,Tier 2,Supermarket Type1,177.73,4.0
DRO59,Hard Drinks,Low Fat,11.8,0.054461,OUT017,2020,Small,Tier 2,Supermarket Type1,77.0,4.0
NCH29,Health and Hygiene,Low Fat,5.51,0.034669,OUT017,2020,Small,Tier 2,Supermarket Type1,98.57,4.0
NCJ17,Health and Hygiene,Low Fat,7.68,0.153419,OUT017,2020,Small,Tier 2,Supermarket Type1,86.42,4.0
NCN05,Health and Hygiene,Low Fat,8.24,0.014541,OUT017,2020,Small,Tier 2,Supermarket Type1,184.5,4.0
NCV53,Health and Hygiene,Low Fat,8.27,0.01892,OUT017,2020,Small,Tier 2,Supermarket Type1,238.09,4.0
NCI29,Health and Hygiene,Low Fat,8.6,0.032806,OUT017,2020,Small,Tier 2,Supermarket Type1,143.62,4.0
NCS29,Health and Hygiene,Low Fat,9.0,0.069939,OUT017,2020,Small,Tier 2,Supermarket Type1,264.89,4.0
NCR05,Health and Hygiene,Low Fat,10.1,0.05494,OUT017,2020,Small,Tier 2,Supermarket Type1,199.51,4.0
NCT17,Health and Hygiene,Low Fat,10.8,0.042103,OUT017,2020,Small,Tier 2,Supermarket Type1,189.72,4.0
NCK17,Health and Hygiene,Low Fat,11.0,0.038109,OUT017,2020,Small,Tier 2,Supermarket Type1,40.95,4.0
NCO29,Health and Hygiene,Low Fat,11.15,0.032439,OUT017,2020,Small,Tier 2,Supermarket Type1,163.05,4.0
NCM29,Health and Hygiene,Low Fat,11.5,0.017742,OUT017,2020,Small,Tier 2,Supermarket Type1,129.66,4.0
NCQ29,Health and Hygiene,Low Fat,12.0,0.0,OUT017,2020,Small,Tier 2,Supermarket Type1,262.33,4.0
NCL41,Health and Hygiene,Low Fat,12.35,0.041974,OUT017,2020,Small,Tier 2,Supermarket Type1,35.72,4.0
NCY29,Health and Hygiene,Low Fat,13.65,0.077671,OUT017,2020,Small,Tier 2,Supermarket Type1,55.09,4.0
NCW29,Health and Hygiene,Low Fat,14.0,0.029026,OUT017,2020,Small,Tier 2,Supermarket Type1,131.33,4.0
NCS53,Health and Hygiene,Low Fat,14.5,0.090286,OUT017,2020,Small,Tier 2,Supermarket Type1,159.96,4.0
NCX05,Health and Hygiene,Low Fat,15.2,0.097611,OUT017,2020,Small,Tier 2,Supermarket Type1,116.55,4.0
NCA41,Health and Hygiene,Low Fat,16.75,0.032771,OUT017,2020,Small,Tier 2,Supermarket Type1,192.32,4.0
NCB06,Health and Hygiene,Low Fat,17.6,0.082798,OUT017,2020,Small,Tier 2,Supermarket Type1,161.49,4.0
NCS17,Health and Hygiene,Low Fat,18.6,0.080957,OUT017,2020,Small,Tier 2,Supermarket Type1,95.24,4.0
NCJ05,Health and Hygiene,Low Fat,18.7,0.046349,OUT017,2020,Small,Tier 2,Supermarket Type1,153.67,4.0
NCY53,Health and Hygiene,Low Fat,20.0,0.058812,OUT017,2020,Small,Tier 2,Supermarket Type1,111.65,4.0
NCA17,Health and Hygiene,Low Fat,20.6,0.045675,OUT017,2020,Small,Tier 2,Supermarket Type1,150.94,4.0
NCS30,Household,Low Fat,5.94,0.0,OUT017,2020,Small,Tier 2,Supermarket Type1,128.97,4.0
NCJ43,Household,Low Fat,6.64,0.027223,OUT017,2020,Small,Tier 2,Supermarket Type1,174.04,4.0
NCA42,Household,Low Fat,6.96,0.02871,OUT017,2020,Small,Tier 2,Supermarket Type1,158.16,4.0
NCY18,Household,Low Fat,7.28,0.031328,OUT017,2020,Small,Tier 2,Supermarket Type1,174.61,4.0
NCK42,Household,Low Fat,7.48,0.013194,OUT017,2020,Small,Tier 2,Supermarket Type1,217.42,4.0
NCM06,Household,Low Fat,7.48,0.076156,OUT017,2020,Small,Tier 2,Supermarket Type1,156.47,4.0
NCN06,Household,Low Fat,8.39,0.121179,OUT017,2020,Small,Tier 2,Supermarket Type1,165.19,4.0
NCH43,Household,Low Fat,8.42,0.070968,OUT017,2020,Small,Tier 2,Supermarket Type1,215.92,4.0
NCT54,Household,Low Fat,8.7,0.120212,OUT017,2020,Small,Tier 2,Supermarket Type1,93.21,4.0
NCE55,Household,Low Fat,8.92,0.130663,OUT017,2020,Small,Tier 2,Supermarket Type1,175.24,4.0
NCH06,Household,Low Fat,12.3,0.076987,OUT017,2020,Small,Tier 2,Supermarket Type1,247.95,4.0
NCY06,Household,Low Fat,15.25,0.061531,OUT017,2020,High,Tier 2,Supermarket Type1,132.3,4.0
NCH55,Household,Low Fat,16.35,0.0,OUT017,2020,High,Tier 2,Supermarket Type1,127.9,4.0
NCX06,Household,Low Fat,17.6,0.015776,OUT017,2020,High,Tier 2,Supermarket Type1,179.2,4.0
NCL42,Household,Low Fat,18.85,0.0406,OUT017,2020,High,Tier 2,Supermarket Type1,244.01,4.0
NCO30,Household,Low Fat,19.5,0.015814,OUT017,2020,High,Tier 2,Supermarket Type1,183.26,4.0
NCI43,Household,Low Fat,19.85,0.026116,OUT017,2020,High,Tier 2,Supermarket Type1,49.04,4.0
NCJ06,Household,Low Fat,20.1,0.034849,OUT017,2020,High,Tier 2,Supermarket Type1,118.68,4.0
NCB43,Household,Low Fat,20.2,0.100477,OUT017,2020,High,Tier 2,Supermarket Type1,187.79,4.0
NCQ42,Household,Low Fat,20.35,0.0,OUT017,2020,High,Tier 2,Supermarket Type1,125.17,4.0
NCA06,Household,Low Fat,20.5,0.144094,OUT017,2020,High,Tier 2,Supermarket Type1,34.82,4.0
FDA39,Meat,Low Fat,6.32,0.01279,OUT017,2020,High,Tier 2,Supermarket Type1,39.18,4.0
FDV15,Meat,Low Fat,10.3,0.146999,OUT017,2020,High,Tier 2,Supermarket Type1,103.76,4.0
FDM03,Meat,Low Fat,12.65,0.123727,OUT017,2020,High,Tier 2,Supermarket Type1,107.79,4.0
FDU39,Meat,Low Fat,18.85,0.036242,OUT017,2020,High,Tier 2,Supermarket Type1,57.36,4.0
FDR39,Meat,Low Fat,20.35,0.084273,OUT017,2020,High,Tier 2,Supermarket Type1,181.73,4.0
NCL31,Others,Low Fat,7.39,0.120961,OUT017,2020,High,Tier 2,Supermarket Type1,143.85,4.0
NCK07,Others,Low Fat,10.65,0.048962,OUT017,2020,High,Tier 2,Supermarket Type1,165.85,4.0
NCO02,Others,Low Fat,11.15,0.073783,OUT017,2020,High,Tier 2,Supermarket Type1,66.01,4.0
FDH09,Seafood,Low Fat,12.6,0.056395,OUT017,2020,High,Tier 2,Supermarket Type1,51.4,4.0
FDI57,Seafood,Low Fat,19.85,0.054331,OUT017,2020,High,Tier 2,Supermarket Type1,198.78,4.0
FDA33,Snack Foods,Low Fat,6.48,0.034092,OUT017,2020,High,Tier 2,Supermarket Type1,146.21,4.0
FDF22,Snack Foods,Low Fat,6.86,0.057152,OUT017,2020,High,Tier 2,Supermarket Type1,211.82,4.0
FDZ46,Snack Foods,Low Fat,7.48,0.069515,OUT017,2020,High,Tier 2,Supermarket Type1,108.72,4.0
FDH34,Snack Foods,Low Fat,8.63,0.031271,OUT017,2020,High,Tier 2,Supermarket Type1,186.06,4.0
FDT58,Snack Foods,Low Fat,9.0,0.086441,OUT017,2020,High,Tier 2,Supermarket Type1,167.08,4.0
FDE34,Snack Foods,Low Fat,9.2,0.108502,OUT017,2020,High,Tier 2,Supermarket Type1,183.66,4.0
FDT34,Snack Foods,Low Fat,9.3,0.175336,OUT017,2020,High,Tier 2,Supermarket Type1,107.1,4.0
FDZ22,Snack Foods,Low Fat,9.4,0.045526,OUT017,2020,High,Tier 2,Supermarket Type1,83.42,4.0
FDC58,Snack Foods,Low Fat,10.2,0.04218,OUT017,2020,High,Tier 2,Supermarket Type1,44.24,4.0
FDZ33,Snack Foods,Low Fat,10.2,0.108005,OUT017,2020,High,Tier 2,Supermarket Type1,148.71,4.0
FDV09,Snack Foods,Low Fat,12.1,0.020685,OUT017,2020,High,Tier 2,Supermarket Type1,148.57,4.0
FDU22,Snack Foods,Low Fat,12.35,0.093824,OUT017,2020,High,Tier 2,Supermarket Type1,119.91,4.0
FDI22,Snack Foods,Low Fat,12.6,0.096757,OUT017,2020,High,Tier 2,Supermarket Type1,208.76,4.0
FDQ33,Snack Foods,Low Fat,13.35,0.091723,OUT017,2020,High,Tier 2,Supermarket Type1,148.87,4.0
FDB34,Snack Foods,Low Fat,15.25,0.02676,OUT017,2020,High,Tier 2,Supermarket Type1,86.02,4.0
FDX45,Snack Foods,Low Fat,16.75,0.105449,OUT017,2020,High,Tier 2,Supermarket Type1,156.16,4.0
FDP57,Snack Foods,Low Fat,17.5,0.052741,OUT017,2020,High,Tier 2,Supermarket Type1,103.8,4.0
FDY10,Snack Foods,Low Fat,17.6,0.049345,OUT017,2020,High,Tier 2,Supermarket Type1,115.42,4.0
FDZ09,Snack Foods,Low Fat,17.6,0.105472,OUT017,2020,High,Tier 2,Supermarket Type1,165.69,4.0
FDJ22,Snack Foods,Low Fat,18.75,0.053109,OUT017,2020,High,Tier 2,Supermarket Type1,193.65,4.0
DRG49,Soft Drinks,Low Fat,7.81,0.067837,OUT017,2020,High,Tier 2,Supermarket Type1,246.15,4.0
DRI01,Soft Drinks,Low Fat,7.97,0.034648,OUT017,2020,High,Tier 2,Supermarket Type1,171.24,4.0
DRE48,Soft Drinks,Low Fat,8.43,0.0,OUT017,2020,High,Tier 2,Supermarket Type1,195.38,4.0
DRB24,Soft Drinks,Low Fat,8.78,0.020694,OUT017,2020,High,Tier 2,Supermarket Type1,153.17,4.0
DRE60,Soft Drinks,Low Fat,9.4,0.160236,OUT017,2020,High,Tier 2,Supermarket Type1,227.87,4.0
DRF60,Soft Drinks,Low Fat,10.8,0.052363,OUT017,2020,High,Tier 2,Supermarket Type1,236.56,4.0
DRJ24,Soft Drinks,Low Fat,11.8,0.11397,OUT017,2020,High,Tier 2,Supermarket Type1,185.19,4.0
DRI13,Soft Drinks,Low Fat,15.35,0.020442,OUT017,2020,High,Tier 2,Supermarket Type1,216.45,4.0
DRH36,Soft Drinks,Low Fat,16.2,0.033569,OUT017,2020,High,Tier 2,Supermarket Type1,74.97,4.0
DRH37,Soft Drinks,Low Fat,17.6,0.041852,OUT017,2020,High,Tier 2,Supermarket Type1,162.75,4.0
DRH25,Soft Drinks,Low Fat,18.7,0.014676,OUT017,2020,High,Tier 2,Supermarket Type1,50.83,4.0
FDD35,Starchy Foods,Low Fat,12.15,0.026011,OUT017,2020,High,Tier 2,Supermarket Type1,119.14,4.0
FDF47,Starchy Foods,Low Fat,20.85,0.09817,OUT017,2020,High,Tier 2,Supermarket Type1,224.07,4.0
FDE36,Baking Goods,Regular,5.26,0.041857,OUT045,2015,High,Tier 2,Supermarket Type1,162.79,4.0
FDQ36,Baking Goods,Regular,7.86,0.161875,OUT045,2015,High,Tier 2,Supermarket Type1,35.68,4.0
FDW12,Baking Goods,Regular,8.32,0.035644,OUT045,2015,High,Tier 2,Supermarket Type1,147.14,4.0
FDJ12,Baking Goods,Regular,8.9,0.03912,OUT045,2015,High,Tier 2,Supermarket Type1,206.83,4.0
FDY60,Baking Goods,Regular,10.5,0.026424,OUT045,2015,High,Tier 2,Supermarket Type1,145.21,4.0
FDR12,Baking Goods,Regular,12.6,0.031599,OUT045,2015,High,Tier 2,Supermarket Type1,172.98,4.0
FDO48,Baking Goods,Regular,15.0,0.026895,OUT045,2015,High,Tier 2,Supermarket Type1,220.35,4.0
FDU12,Baking Goods,Regular,15.5,0.075905,OUT045,2015,High,Tier 2,Supermarket Type1,263.96,4.0
FDX11,Baking Goods,Regular,16.0,0.106969,OUT045,2015,High,Tier 2,Supermarket Type1,180.56,4.0
FDU60,Baking Goods,Regular,20.0,0.060023,OUT045,2015,High,Tier 2,Supermarket Type1,168.71,4.0
FDV60,Baking Goods,Regular,20.2,0.117599,OUT045,2015,High,Tier 2,Supermarket Type1,195.31,4.0
FDS24,Baking Goods,Regular,20.85,0.062351,OUT045,2015,High,Tier 2,Supermarket Type1,86.95,4.0
FDQ59,Breads,Regular,9.8,0.056501,OUT045,2015,High,Tier 2,Supermarket Type1,85.89,4.0
FDR11,Breads,Regular,10.5,0.142827,OUT045,2015,High,Tier 2,Supermarket Type1,159.46,4.0
FDF26,Canned,Regular,6.82,0.046729,OUT045,2015,High,Tier 2,Supermarket Type1,153.5,4.0
FDG38,Canned,Regular,8.98,0.052836,OUT045,2015,High,Tier 2,Supermarket Type1,86.62,4.0
FDB02,Canned,Regular,9.7,0.029223,OUT045,2015,High,Tier 2,Supermarket Type1,175.44,4.0
FDZ49,Canned,Regular,11.0,0.133416,OUT045,2015,High,Tier 2,Supermarket Type1,218.78,4.0
FDI38,Canned,Regular,13.35,0.014657,OUT045,2015,High,Tier 2,Supermarket Type1,208.56,4.0
FDE14,Canned,Regular,13.65,0.031509,OUT045,2015,High,Tier 2,Supermarket Type1,98.77,4.0
FDL38,Canned,Regular,13.8,0.014763,OUT045,2015,High,Tier 2,Supermarket Type1,90.72,4.0
FDJ26,Canned,Regular,15.3,0.084937,OUT045,2015,High,Tier 2,Supermarket Type1,214.02,4.0
FDZ25,Canned,Regular,15.7,0.027673,OUT045,2015,High,Tier 2,Supermarket Type1,169.28,4.0
FDR25,Canned,Regular,17.0,0.139805,OUT045,2015,High,Tier 2,Supermarket Type1,265.79,4.0
FDY37,Canned,Regular,17.0,0.026623,OUT045,2015,High,Tier 2,Supermarket Type1,144.25,4.0
FDH14,Canned,Regular,17.1,0.046903,OUT045,2015,High,Tier 2,Supermarket Type1,142.08,4.0
FDV01,Canned,Regular,19.2,0.085123,OUT045,2015,High,Tier 2,Supermarket Type1,155.43,4.0
FDH26,Canned,Regular,19.25,0.03477,OUT045,2015,High,Tier 2,Supermarket Type1,141.95,4.0
FDU49,Canned,Regular,19.5,0.030757,OUT045,2015,High,Tier 2,Supermarket Type1,86.25,4.0
FDE50,Canned,Regular,19.7,0.016239,OUT045,2015,High,Tier 2,Supermarket Type1,186.46,4.0
